Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT253697,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-23
MT253698,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-23
MT253699,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-24
MT253700,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25
MT253701,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21
MT253702,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21
MT253703,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25
MT253704,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25
MT253705,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-22
MT253706,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-22
MT253707,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25
MT253708,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21
MT253709,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21
MT253710,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21
MT233526,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: WA,Homo sapiens,oronasopharynx,2020-01-19
MT246449,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-13
MT246450,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-13
MT246451,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-13
MT246452,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,USA: WA,Homo sapiens,,2020-03-13
MT246453,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: WA,Homo sapiens,,2020-03-13
MT246454,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: WA,Homo sapiens,,2020-03-12
MT246455,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-12
MT246456,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-03-13
MT246457,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: WA,Homo sapiens,,2020-03-12
MT246458,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,USA: WA,Homo sapiens,,2020-03-12
MT246459,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29909,USA: WA,Homo sapiens,,2020-03-12
MT246460,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29917,USA: WA,Homo sapiens,,2020-03-12
MT246461,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens,,2020-03-13
MT246462,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-13
MT246463,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: WA,Homo sapiens,,2020-03-13
MT246464,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: WA,Homo sapiens,,2020-03-13
MT246465,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,USA: WA,Homo sapiens,,2020-03-13
MT246466,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-03-13
MT246467,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: WA,Homo sapiens,,2020-03-14
MT246468,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: WA,Homo sapiens,,2020-03-14
MT246469,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-14
MT246470,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: WA,Homo sapiens,,2020-03-13
MT246471,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-14
MT246472,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: WA,Homo sapiens,,2020-03-12
MT246473,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: WA,Homo sapiens,,2020-03-14
MT246474,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens,,2020-03-14
MT246475,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens,,2020-03-13
MT246476,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-13
MT246477,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: WA,Homo sapiens,,2020-03-14
MT246478,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,USA: WA,Homo sapiens,,2020-03-14
MT246479,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-13
MT246480,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,USA: WA,Homo sapiens,,2020-03-13
MT246481,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: WA,Homo sapiens,,2020-03-13
MT246482,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-15
MT246483,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,USA: WA,Homo sapiens,,2020-03-15
MT246484,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: WA,Homo sapiens,,2020-03-15
MT246485,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,USA: WA,Homo sapiens,,2020-03-15
MT246486,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,2020-03-14
MT246487,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-03-15
MT246488,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-03-14
MT246489,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-14
MT246490,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: WA,Homo sapiens,,2020-03-15
MT246667,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,oronasopharynx,2020-01-19
MT240479,2020-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,Pakistan: Gilgit,Homo sapiens,oronasopharynx,2020-03-04
MT232869,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,338,Iran,Homo sapiens,oronasopharynx,2020-02-26
MT232870,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,338,Iran,Homo sapiens,oronasopharynx,2020-02-26
MT232871,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,157,Iran,Homo sapiens,oronasopharynx,2020-02-26
MT232872,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,158,Iran,Homo sapiens,oronasopharynx,2020-02-26
MT233519,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,,2020-02-27
MT233520,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,,2020-02-26
MT233521,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,oronasopharynx,2020-02-27
MT233522,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,,2020-03-02
MT233523,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,,2020-03-04
MT226610,2020-03-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,China,Homo sapiens,oronasopharynx,2020-01-20
MT198651,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29611,Spain: Valencia,Homo sapiens,oronasopharynx,2020-03-04
MT198652,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,lung,2020-03-05
MT198653,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29611,Spain: Valencia,Homo sapiens,oronasopharynx,2020-03-08
MT192758,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,440,Italy: Cagliari,Homo sapiens,oronasopharynx,2020-03-06
MT192759,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25
MT192765,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,"USA: CA, San Diego County",Homo sapiens,,2020-03-11
MT192772,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Viet Nam: Ho Chi Minh city,Homo sapiens,,2020-01-22
MT192773,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,Viet Nam: Ho Chi Minh city,Homo sapiens,,2020-01-22
MT186676,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran: Tehran,Homo sapiens,,2020-03-03
MT186677,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran: Qum,Homo sapiens,,2020-02-09
MT186678,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran: Tehran,Homo sapiens,,2020-02-22
MT186679,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran: Tehran,Homo sapiens,,2020-03-05
MT186680,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran,Homo sapiens,,2020-02-17
MT186681,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran: Tehran,Homo sapiens,,2020-02-28
MT186682,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,363,Iran: Tehran,Homo sapiens,,2020-02-28
MT187977,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,406,Italy: Cagliari,Homo sapiens,oronasopharynx,2020-03
MT188339,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29783,USA: MN,Homo sapiens,,2020-03-09
MT188340,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,USA: MN,Homo sapiens,,2020-03-07
MT188341,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: MN,Homo sapiens,,2020-03-05
MT184907,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-18
MT184908,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,USA,Homo sapiens,oronasopharynx,2020-02-21
MT184909,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-21
MT184910,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-18
MT184911,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT184912,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT184913,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-24
MT163712,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,87,Iran,Homo sapiens,,2020-02-29
MT163714,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,399,India,Homo sapiens,,2020-02-29
MT163715,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,264,India,Homo sapiens,,2020-02-29
MT163716,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-02-27
MT163717,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-02-28
MT163718,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-02-29
MT163719,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-01
MT163720,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29732,USA: WA,Homo sapiens,,2020-03-01
MT163721,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29325,USA: WA,Homo sapiens,,2020-03-01
MT163737,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,322,Iran,Homo sapiens,oronasopharynx,2020-02-29
MT163738,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,322,Iran,Homo sapiens,oronasopharynx,2020-02-29
MT066156,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,Italy,Homo sapiens,"lung, oronasopharynx",2020-01-30
MT121215,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29945,China: Shanghai,Homo sapiens,oronasopharynx,2020-02-02
MT159705,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT159706,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT159707,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT159708,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT159709,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-20
MT159710,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT159711,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-20
MT159712,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-25
MT159713,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-18
MT159714,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-18
MT159715,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-24
MT159716,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA,Homo sapiens,oronasopharynx,2020-02-24
MT159717,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-17
MT159718,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-18
MT159719,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-18
MT159720,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-21
MT159721,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-21
MT159722,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-02-21
MT159778,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,483,Nigeria: Lagos,Homo sapiens,"lung, oronasopharynx",2020-02-27
MT161607,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,253,Italy,Homo sapiens,oronasopharynx,2020-03-05
LC529905,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Japan,Homo sapiens,,2020-01
MT012098,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,India: Kerala State,Homo sapiens,oronasopharynx,2020-01-27
MT050493,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,India: Kerala State,Homo sapiens,oronasopharynx,2020-01-31
MT152824,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,"USA: Snohomish County, WA",Homo sapiens,,2020-02-24
MT152900,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,322,Iran,Homo sapiens,oronasopharynx,2020-02-26
MT135041,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,China: Beijing,Homo sapiens,,2020-01-26
MT135042,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,China: Beijing,Homo sapiens,,2020-01-28
MT135043,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,China: Beijing,Homo sapiens,,2020-01-28
MT135044,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,China: Beijing,Homo sapiens,,2020-01-28
MT126808,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,Brazil,Homo sapiens,oronasopharynx,2020-02-28
MT127113,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,615,Viet Nam,Homo sapiens,,2020-02-10
MT127114,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1411,Viet Nam,Homo sapiens,,2020-02-10
MT127115,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1269,Viet Nam,Homo sapiens,,2020-02-10
MT127116,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,459,Viet Nam,Homo sapiens,,2020-02-10
LC528232,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,,Homo sapiens,oronasopharynx,2020-02-10
